ID|Filename|Format|Source Path
369|GX010117.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010117.MP4
370|GX010118.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010118.MP4
371|GX010119.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010119.MP4
372|GX010120.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010120.MP4
373|GX010122.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010122.MP4
374|GX010123.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010123.MP4
375|GX010124.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010124.MP4
376|GX010125.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010125.MP4
377|GX010127.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010127.MP4
378|GX010128.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010128.MP4
379|GX010129.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010129.MP4
380|GX010130.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010130.MP4
381|GX010131.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010131.MP4
382|GX010132.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010132.MP4
383|GX010133.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010133.MP4
384|GX010136.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010136.MP4
385|GX010139.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010139.MP4
386|GX010140.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX010140.MP4
387|GX020075.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX020075.MP4
388|GX020139.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX020139.MP4
389|GX020140.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/100GOPRO/GX020140.MP4
390|Walking intro school hallway.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/Handbrake Converted HEVC/Walking intro school hallway.mp4
391|Gx010122-1_Proxy.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/Handbrake Converted HEVC/Proxies/Gx010122-1_Proxy.mp4
392|Walking intro school hallway_Proxy.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/GoPro/Handbrake Converted HEVC/Proxies/Walking intro school hallway_Proxy.mp4
393|CSGY1113.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/iPhone/CSGY1113.MOV
394|INMZ4247.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/iPhone/INMZ4247.MOV
395|QBQD1038.MP4|MP4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/iPhone/QBQD1038.MP4
396|XDVU2793.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/iPhone/XDVU2793.MOV
397|DSC_9658.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/Nikon D850/DSC_9658.MOV
398|DSC_9659.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2018/Cinematography/Footage/Nikon D850/DSC_9659.MOV
399|CDA_6326.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/CDA_6326.MOV
400|Z7V_3134.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_3134.MOV
401|Z7V_3020.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_3020.MOV
402|Z7V_3026.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_3026.MOV
403|Z7V_3027.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_3027.MOV
404|Z7V_3028.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_3028.MOV
405|Z7V_3029.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_3029.MOV
406|Z7V_3021.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_3021.MOV
407|Z7V_3023.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_3023.MOV
408|Z7V_3024.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_3024.MOV
409|Z7V_3025.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_3025.MOV
410|Z7V_2829.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_2829.MOV
411|Z7V_3135.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_3135.MOV
412|Z7V_3137.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_3137.MOV
413|Z7V_3138.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_3138.MOV
414|Z7V_3139.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_3139.MOV
415|Z7V_3140.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_3140.MOV
416|Z7V_3136.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Z7V_3136.MOV
417|Older Brother_3d_Portrait - Render - Vertical_1.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Older Brother_3d_Portrait - Render - Vertical_1.mp4
418|Pops_3d_Portrait - Render - Vertical_1.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Pops_3d_Portrait - Render - Vertical_1.mp4
419|Render - Square.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Render - Square.mp4
420|DJI_0500.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/DJI_0500.MOV
421|DJI_0501.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/DJI_0501.MOV
422|DJI_0502.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/DJI_0502.MOV
423|DJI_0536.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/DJI_0536.MOV
424|DJI_0526.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/DJI_0526.MOV
425|DJI_0527.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/DJI_0527.MOV
426|DJI_0528.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/DJI_0528.MOV
427|DJI_0529.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/DJI_0529.MOV
428|DJI_0530.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/DJI_0530.MOV
429|DJI_0531.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/DJI_0531.MOV
430|DJI_0532.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/DJI_0532.MOV
431|DJI_0533.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/DJI_0533.MOV
432|DJI_0534.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/DJI_0534.MOV
433|DJI_0535.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/DJI_0535.MOV
434|Z7V_1658.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/Z7V_1658.MOV
435|Z7V_1657.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/Z7V_1657.MOV
436|Z7V_1660.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/Z7V_1660.MOV
437|Z7V_1661.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/Z7V_1661.MOV
438|Z7V_1659.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/Z7V_1659.MOV
439|CDA_2609.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/GCA Students - Sports/RETAKES/CDA_2609.MOV
440|Retro Title - Gender Reveal w background img.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Retro Title - Gender Reveal w background img.mp4
441|Retro Title - Gender Reveal.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Retro Title - Gender Reveal.mp4
442|DJI_0165.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0165.MOV
443|DJI_0190.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0190.MOV
444|DJI_0191.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0191.MOV
445|DJI_0192.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0192.MOV
446|DJI_0193.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0193.MOV
447|DJI_0194.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0194.MOV
448|DJI_0195.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0195.MOV
449|DJI_0197.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0197.MOV
450|DJI_0198.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0198.MOV
451|DJI_0204.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0204.MOV
452|DJI_0206.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0206.MOV
453|DJI_0207.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0207.MOV
454|DJI_0208.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0208.MOV
455|DJI_0209.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0209.MOV
456|DJI_0210.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0210.MOV
457|DJI_0211.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0211.MOV
458|DJI_0221.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0221.MOV
459|DJI_0224.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0224.MOV
460|DJI_0225.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0225.MOV
461|DJI_0226.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0226.MOV
462|DJI_0228.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0228.MOV
463|DJI_0229.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0229.MOV
464|DJI_0230.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0230.MOV
465|DJI_0232.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0232.MOV
466|DJI_0234.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0234.MOV
467|DJI_0235.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0235.MOV
468|DJI_0236.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0236.MOV
469|DJI_0237.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0237.MOV
470|DJI_0238.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0238.MOV
471|DJI_0239.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0239.MOV
472|DJI_0240.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0240.MOV
473|DJI_0241.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0241.MOV
474|DJI_0242.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0242.MOV
475|DJI_0243.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0243.MOV
476|DJI_0244.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0244.MOV
477|DJI_0245.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0245.MOV
478|DJI_0246.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0246.MOV
479|DJI_0247.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/DJI_0247.MOV
480|DJI_0196.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/Broll Using/DJI_0196.MOV
481|DJI_0199.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/Broll Using/DJI_0199.MOV
482|DJI_0200.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/Broll Using/DJI_0200.MOV
483|DJI_0205.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/Broll Using/DJI_0205.MOV
484|DJI_0218.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/Broll Using/DJI_0218.MOV
485|DJI_0219.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/Broll Using/DJI_0219.MOV
486|DJI_0220.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/Broll Using/DJI_0220.MOV
487|DJI_0222.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/Broll Using/DJI_0222.MOV
488|DJI_0223.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/Broll Using/DJI_0223.MOV
489|DJI_0227.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/Broll Using/DJI_0227.MOV
490|DJI_0231.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/Broll Using/DJI_0231.MOV
491|DJI_0233.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/Broll Using/DJI_0233.MOV
492|DJI_0248.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Broll/Broll Using/DJI_0248.MOV
493|DJI_0213.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Holly & Houston/Holly & Houston Using/DJI_0213.MOV
494|DJI_0214.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Holly & Houston/Holly & Houston Using/DJI_0214.MOV
495|DJI_0215.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Holly & Houston/Holly & Houston Using/DJI_0215.MOV
496|DJI_0216.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Holly & Houston/Holly & Houston Using/DJI_0216.MOV
497|DJI_0217.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Holly & Houston/Holly & Houston Using/DJI_0217.MOV
498|CDA_2001.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/CDA_2001.MOV
499|CDA_2002.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/CDA_2002.MOV
500|DJI_0166.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/DJI_0166.MOV
501|DJI_0167.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/DJI_0167.MOV
502|DJI_0172.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/DJI_0172.MOV
503|DJI_0176.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/DJI_0176.MOV
504|DJI_0177.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/DJI_0177.MOV
505|DJI_0201.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/DJI_0201.MOV
506|DJI_0212.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/DJI_0212.MOV
507|DJI_0249.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/DJI_0249.MOV
508|DJI_0250.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/DJI_0250.MOV
509|CDA_1999.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/Indoor Footage Using/CDA_1999.MOV
510|CDA_2000.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/Indoor Footage Using/CDA_2000.MOV
511|DJI_0168.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/Indoor Footage Using/DJI_0168.MOV
512|DJI_0169.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/Indoor Footage Using/DJI_0169.MOV
513|DJI_0170.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/Indoor Footage Using/DJI_0170.MOV
514|DJI_0171.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/Indoor Footage Using/DJI_0171.MOV
515|DJI_0173.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/Indoor Footage Using/DJI_0173.MOV
516|DJI_0174.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/Indoor Footage Using/DJI_0174.MOV
517|DJI_0175.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/Indoor Footage Using/DJI_0175.MOV
518|DJI_0178.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/Indoor Footage Using/DJI_0178.MOV
519|DJI_0202.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/Indoor Footage Using/DJI_0202.MOV
520|DJI_0203.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/Indoor Footage/Indoor Footage Using/DJI_0203.MOV
521|IMG_0180.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/iPhone footage/IMG_0180.mp4
522|IMG_0180.TRIM.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/iPhone footage/IMG_0180.TRIM.MOV
523|IMG_0245.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/iPhone footage/IMG_0245.mp4
524|IMG_0248.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/iPhone footage/IMG_0248.mp4
525|IMG_0251.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/iPhone footage/IMG_0251.mp4
526|IMG_5953.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/iPhone footage/IMG_5953.mp4
527|IMG_5954.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/iPhone footage/IMG_5954.mp4
528|IMG_5955.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/iPhone footage/IMG_5955.mp4
529|IMG_5956.mp4|mp4|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/iPhone footage/IMG_5956.mp4
530|PZSS7675.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/iPhone footage/PZSS7675.MOV
531|XFBO0516.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/iPhone footage/XFBO0516.MOV
532|CDA_2653.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2653.MOV
533|CDA_2654.MOV|MOV|/volume1/David/CDAPhotographyLLC/CDA Photography/Photo Backups/2019/Photography/It's a girl!/Compiled Footage/RETAKES Pan Footage/CDA_2654.MOV
